/MediumPhotos/arts_sidedoor.png,52.133035174111384,-106.63757857119589
/MediumPhotos/campusDriveWalkway.png,52.13387356379485,-106.63600361150668
/MediumPhotos/edu_basementcafe.png,52.134736419586424,-106.63708242543963
/MediumPhotos/edu_courtyard.png,52.135072488904605,-106.63687635272126
/MediumPhotos/lotG.png,52.13365103846746,-106.63599433806495
/MediumPhotos/thirdfloorspinkswalk.png,52.13248956260344,-106.63563176610117
/MediumPhotos/thorv_emergencyshower.png,52.13240860027552,-106.63631183400499
/MediumPhotos/thorv_sidedoor.png,52.132385584549525,-106.6365149710866
/MediumPhotos/thorv_hallway.jpg,52.13265642164107,-106.63549213052447
/MediumPhotos/murray_corridore.jpg,52.13104724894457,-106.6364948438977
/MediumPhotos/murray_statues.jpg,52.13152068571316,-106.63680674385878
/MediumPhotos/law_indoor_entrance.jpg,52.13296758232085,-106.63878611631664
/MediumPhotos/arts_tunnel_lockers.jpg,52.131974954426276,-106.63741246674347
/MediumPhotos/arts_hallway.jpg,52.132721374386335,-106.63778112575388